Set Id (Dimension Set.Csv),Dim Name 1,Dim Value 1,Dim Name 2,Dim Value 2,Dim Name 3,Dim Value 3,Dim Name 4,Dim Value 4,Dim Name 5,Dim Value 5,Dim Name 6,Dim Value 6,Measure Id (Measure.Csv),Name,Description,Source Name,Value,Result Name,Set Id,Measure Id
2466,DX,V5401,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2466,17
2467,DX,8.09,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2467,17
2468,DX,417,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2468,17
2469,DX,5692,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2469,17
2470,DX,8020,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2470,17
2471,DX,653.73,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,10,name=COUNT,2471,17
2472,DX,78003,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2472,17
2473,DX,421.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,57,name=COUNT,2473,17
2474,DX,653,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2474,17
2475,DX,305.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,783,name=COUNT,2475,17
2476,DX,E87.69,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2476,17
2477,DX,289.59,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,24,name=COUNT,2477,17
2478,DX,79504,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2478,17
2479,DX,835.01,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,2479,17
2480,DX,738,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,19,name=COUNT,2480,17
2481,DX,456,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2481,17
2482,DX,944.12,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2482,17
2483,DX,979,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2483,17
2484,DX,251.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,2484,17
2485,DX,9115,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2485,17
2486,DX,9249,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2486,17
2487,DX,V2383,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2487,17
2488,DX,336.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,2488,17
2489,DX,377.24,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,2489,17
2490,DX,403.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,608,name=COUNT,2490,17
2491,DX,E915,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,53,name=COUNT,2491,17
2492,DX,2104,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2492,17
2493,DX,647.53,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,11,name=COUNT,2493,17
2494,DX,41041,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2494,17
2495,DX,6945,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2495,17
2496,DX,810.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2496,17
2497,DX,385.19,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2497,17
2498,DX,768.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,10,name=COUNT,2498,17
2499,DX,941.12,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2499,17
2500,DX,718.75,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2500,17
2501,DX,6823,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,55,name=COUNT,2501,17
2502,DX,27542,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,13,name=COUNT,2502,17
2503,DX,599.82,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2503,17
2504,DX,64680,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2504,17
2505,DX,710.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2505,17
2506,DX,783.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,356,name=COUNT,2506,17
2507,DX,305.23,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,44,name=COUNT,2507,17
2508,DX,122,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2508,17
2509,DX,372.52,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2509,17
2510,DX,710,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2510,17
2511,DX,75320,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2511,17
2512,DX,747.62,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,9,name=COUNT,2512,17
2513,DX,852.25,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2513,17
2514,DX,68100,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,9,name=COUNT,2514,17
2515,DX,312.12,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2515,17
2516,DX,64511,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,40,name=COUNT,2516,17
2517,DX,70219,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,12,name=COUNT,2517,17
2518,DX,33818,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,14,name=COUNT,2518,17
2519,DX,702.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2519,17
2520,DX,V49.85,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2520,17
2521,DX,9193,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2521,17
2522,DX,377.43,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2522,17
2523,DX,952.09,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2523,17
2524,DX,31531,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,961,name=COUNT,2524,17
2525,DX,47825,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2525,17
2526,DX,6239,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2526,17
2527,DX,730.95,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2527,17
2528,DX,758,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,25,name=COUNT,2528,17
2529,DX,V22,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,218,name=COUNT,2529,17
2530,DX,1123,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2530,17
2531,DX,2552,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2531,17
2532,DX,11.93,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2532,17
2533,DX,559,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2533,17
2534,DX,997.6,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2534,17
2535,DX,569.62,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,54,name=COUNT,2535,17
2536,DX,652.63,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2536,17
2537,DX,712.96,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2537,17
2538,DX,288.69,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2538,17
2539,DX,8930,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,2539,17
2540,DX,51901,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2540,17
2541,DX,379.14,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2541,17
2542,DX,425,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,17,name=COUNT,2542,17
2543,DX,530.83,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2543,17
2544,DX,715.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,318,name=COUNT,2544,17
2545,DX,7988,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2545,17
2546,DX,556,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2546,17
2547,DX,641.93,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,612,name=COUNT,2547,17
2548,DX,V16.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,26,name=COUNT,2548,17
2549,DX,59370,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,2549,17
2550,DX,880.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2550,17
2551,DX,757.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,25,name=COUNT,2551,17
2552,DX,573,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2552,17
2553,DX,5997,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,114,name=COUNT,2553,17
2554,DX,743.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,22,name=COUNT,2554,17
2555,DX,279.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,28,name=COUNT,2555,17
2556,DX,375.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,34,name=COUNT,2556,17
2557,DX,72781,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2557,17
2558,DX,811,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,15,name=COUNT,2558,17
2559,DX,376.45,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2559,17
2560,DX,E890.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2560,17
2561,DX,78830,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"1,747.00",name=COUNT,2561,17
2562,DX,634.82,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2562,17
2563,DX,4371,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,17,name=COUNT,2563,17
2564,DX,78603,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,19,name=COUNT,2564,17
2565,DX,290.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,43,name=COUNT,2565,17
2566,DX,V01.71,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,17,name=COUNT,2566,17
2567,DX,1834,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2567,17
2568,DX,345.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2568,17
2569,DX,648.41,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,384,name=COUNT,2569,17
2570,DX,663.93,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2570,17
2571,DX,E934.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,9,name=COUNT,2571,17
2572,DX,441.03,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2572,17
2573,DX,110,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2573,17
2574,DX,29512,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2574,17
2575,DX,76490,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2575,17
2576,DX,339.89,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2576,17
2577,DX,801.11,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2577,17
2578,DX,V58.63,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,47,name=COUNT,2578,17
2579,DX,372.62,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2579,17
2580,DX,V18.7,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2580,17
2581,DX,625,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,111,name=COUNT,2581,17
2582,DX,945.02,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,45,name=COUNT,2582,17
2583,DX,2999,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2583,17
2584,DX,E950.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,13,name=COUNT,2584,17
2585,DX,66191,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2585,17
2586,DX,7890,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,2586,17
2587,DX,971.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2587,17
2588,DX,784.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,189,name=COUNT,2588,17
2589,DX,285.22,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,275,name=COUNT,2589,17
2590,DX,56089,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2590,17
2591,DX,716.81,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2591,17
2592,DX,200.05,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2592,17
2593,DX,8.47,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2593,17
2594,DX,198.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,16,name=COUNT,2594,17
2595,DX,7889,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2595,17
2596,DX,V62.6,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2596,17
2597,DX,665.51,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,111,name=COUNT,2597,17
2598,DX,V65.19,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2598,17
2599,DX,78.82,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,33,name=COUNT,2599,17
2600,DX,1629,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,140,name=COUNT,2600,17
2601,DX,736.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,17,name=COUNT,2601,17
2602,DX,V15.51,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2602,17
2603,DX,202.91,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2603,17
2604,DX,481,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,140,name=COUNT,2604,17
2605,DX,223.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2605,17
2606,DX,E882,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2606,17
2607,DX,227.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2607,17
2608,DX,241.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,197,name=COUNT,2608,17
2609,DX,56881,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2609,17
2610,DX,345.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,568,name=COUNT,2610,17
2611,DX,327.02,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2611,17
2612,DX,V54.20,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2612,17
2613,DX,944.16,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2613,17
2614,DX,338.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,45,name=COUNT,2614,17
2615,DX,149.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2615,17
2616,DX,1809,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,40,name=COUNT,2616,17
2617,DX,233.7,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,2617,17
2618,DX,71901,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2618,17
2619,DX,492,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,97,name=COUNT,2619,17
2620,DX,V65.43,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2620,17
2621,DX,3510,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2621,17
2622,DX,227,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,48,name=COUNT,2622,17
2623,DX,362.51,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,236,name=COUNT,2623,17
2624,DX,414.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"2,599.00",name=COUNT,2624,17
2625,DX,71923,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2625,17
2626,DX,309.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,148,name=COUNT,2626,17
2627,DX,621.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,90,name=COUNT,2627,17
2628,DX,727.81,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,693,name=COUNT,2628,17
2629,DX,522,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,12,name=COUNT,2629,17
2630,DX,139.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2630,17
2631,DX,719.98,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,2631,17
2632,DX,47401,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2632,17
2633,DX,761.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2633,17
2634,DX,E8199,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2634,17
2635,DX,642.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2635,17
2636,DX,4254,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,126,name=COUNT,2636,17
2637,DX,71848,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2637,17
2638,DX,189.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2638,17
