Set Id (Dimension Set.Csv),Dim Name 1,Dim Value 1,Dim Name 2,Dim Value 2,Dim Name 3,Dim Value 3,Dim Name 4,Dim Value 4,Dim Name 5,Dim Value 5,Dim Name 6,Dim Value 6,Measure Id (Measure.Csv),Name,Description,Source Name,Value,Result Name,Set Id,Measure Id
2259,DX,401,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"1,217.00",name=COUNT,2259,17
2260,DX,V27.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2260,17
2261,DX,1541,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,22,name=COUNT,2261,17
2262,DX,43491,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,107,name=COUNT,2262,17
2263,DX,48,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2263,17
2264,DX,846,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,222,name=COUNT,2264,17
2265,DX,920.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2265,17
2266,DX,345,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,10,name=COUNT,2266,17
2267,DX,368.03,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,148,name=COUNT,2267,17
2268,DX,727.89,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,14,name=COUNT,2268,17
2269,DX,374.43,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2269,17
2270,DX,40391,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,133,name=COUNT,2270,17
2271,DX,61,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2271,17
2272,DX,717.49,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2272,17
2273,DX,893.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2273,17
2274,DX,1709,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2274,17
2275,DX,840.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,2275,17
2276,DX,195.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,2276,17
2277,DX,74925,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2277,17
2278,DX,843,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2278,17
2279,DX,943.05,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,9,name=COUNT,2279,17
2280,DX,30060,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2280,17
2281,DX,665.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2281,17
2282,DX,305.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"1,603.00",name=COUNT,2282,17
2283,DX,751.69,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,15,name=COUNT,2283,17
2284,DX,912.6,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2284,17
2285,DX,2397,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,2285,17
2286,DX,38910,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,23,name=COUNT,2286,17
2287,DX,V4971,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2287,17
2288,DX,344.02,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,47,name=COUNT,2288,17
2289,DX,E8538,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2289,17
2290,DX,64272,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2290,17
2291,DX,V72,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2291,17
2292,DX,380.22,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,213,name=COUNT,2292,17
2293,DX,520.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2293,17
2294,DX,742.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2294,17
2295,DX,744.81,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2295,17
2296,DX,433.31,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,2296,17
2297,DX,628.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2297,17
2298,DX,V58.67,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"1,524.00",name=COUNT,2298,17
2299,DX,29544,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2299,17
2300,DX,661.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2300,17
2301,DX,814,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,241,name=COUNT,2301,17
2302,DX,9070,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2302,17
2303,DX,514,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,568,name=COUNT,2303,17
2304,DX,732.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,28,name=COUNT,2304,17
2305,DX,378,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,336,name=COUNT,2305,17
2306,DX,9954,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2306,17
2307,DX,660,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2307,17
2308,DX,358,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,133,name=COUNT,2308,17
2309,DX,342.11,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,18,name=COUNT,2309,17
2310,DX,655.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2310,17
2311,DX,789.69,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,55,name=COUNT,2311,17
2312,DX,202.06,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2312,17
2313,DX,V01.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,466,name=COUNT,2313,17
2314,DX,351,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,200,name=COUNT,2314,17
2315,DX,802.31,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,2315,17
2316,DX,1319,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,10,name=COUNT,2316,17
2317,DX,313.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2317,17
2318,DX,366.31,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2318,17
2319,DX,V71.09,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,756,name=COUNT,2319,17
2320,DX,654.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,178,name=COUNT,2320,17
2321,DX,230.7,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2321,17
2322,DX,V43.62,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2322,17
2323,DX,345,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2323,17
2324,DX,768.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2324,17
2325,DX,363.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,27,name=COUNT,2325,17
2326,DX,789.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,403,name=COUNT,2326,17
2327,DX,90,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,2327,17
2328,DX,40401,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2328,17
2329,DX,648.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,18,name=COUNT,2329,17
2330,DX,36614,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2330,17
2331,DX,658.41,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,262,name=COUNT,2331,17
2332,DX,816.01,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,271,name=COUNT,2332,17
2333,DX,873,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,739,name=COUNT,2333,17
2334,DX,365.13,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2334,17
2335,DX,72292,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2335,17
2336,DX,79402,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2336,17
2337,DX,674.04,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2337,17
2338,DX,711.96,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2338,17
2339,DX,V01.89,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,128,name=COUNT,2339,17
2340,DX,521,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,83,name=COUNT,2340,17
2341,DX,803.01,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,13,name=COUNT,2341,17
2342,DX,65593,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,47,name=COUNT,2342,17
2343,DX,862.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2343,17
2344,DX,E92.32,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2344,17
2345,DX,67484,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,2345,17
2346,DX,890.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2346,17
2347,DX,730.88,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2347,17
2348,DX,78609,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,487,name=COUNT,2348,17
2349,DX,944,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,54,name=COUNT,2349,17
2350,DX,487,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,2350,17
2351,DX,V02.61,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,30,name=COUNT,2351,17
2352,DX,9592,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,28,name=COUNT,2352,17
2353,DX,V74.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2353,17
2354,DX,346,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,323,name=COUNT,2354,17
2355,DX,V0184,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2355,17
2356,DX,7020,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,33,name=COUNT,2356,17
2357,DX,7993,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,814,name=COUNT,2357,17
2358,DX,372.61,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2358,17
2359,DX,718.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,12,name=COUNT,2359,17
2360,DX,81341,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2360,17
2361,DX,440.31,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2361,17
2362,DX,943.22,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,11,name=COUNT,2362,17
2363,DX,146.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2363,17
2364,DX,393,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2364,17
2365,DX,327.14,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2365,17
2366,DX,367.81,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,2366,17
2367,DX,816.03,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2367,17
2368,DX,960.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2368,17
2369,DX,873.69,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,12,name=COUNT,2369,17
2370,DX,37991,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,16,name=COUNT,2370,17
2371,DX,496,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"7,539.00",name=COUNT,2371,17
2372,DX,75211,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2372,17
2373,DX,41.19,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,50,name=COUNT,2373,17
2374,DX,277.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2374,17
2375,DX,36720,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,39,name=COUNT,2375,17
2376,DX,4101,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2376,17
2377,DX,309.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,9,name=COUNT,2377,17
2378,DX,64244,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2378,17
2379,DX,656.43,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,48,name=COUNT,2379,17
2380,DX,64901,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,11,name=COUNT,2380,17
2381,DX,6929,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,160,name=COUNT,2381,17
2382,DX,V41.0,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,39,name=COUNT,2382,17
2383,DX,435,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2383,17
2384,DX,73689,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2384,17
2385,DX,778.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,2385,17
2386,DX,743.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2386,17
2387,DX,593.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,292,name=COUNT,2387,17
2388,DX,232,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2388,17
2389,DX,736.09,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2389,17
2390,DX,E9689,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2390,17
2391,DX,807,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2391,17
2392,DX,812.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2392,17
2393,DX,38.41,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2393,17
2394,DX,56960,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,19,name=COUNT,2394,17
2395,DX,41.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,2395,17
2396,DX,2380,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2396,17
2397,DX,70.59,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,26,name=COUNT,2397,17
2398,DX,V13.51,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2398,17
2399,DX,295.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,416,name=COUNT,2399,17
2400,DX,296.32,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"3,437.00",name=COUNT,2400,17
2401,DX,53190,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,10,name=COUNT,2401,17
2402,DX,917.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,20,name=COUNT,2402,17
2403,DX,9196,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2403,17
2404,DX,30.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2404,17
2405,DX,2989,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,245,name=COUNT,2405,17
2406,DX,560.81,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,45,name=COUNT,2406,17
2407,DX,296.33,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"3,806.00",name=COUNT,2407,17
2408,DX,471.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,39,name=COUNT,2408,17
2409,DX,E850.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2409,17
2410,DX,793.7,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,77,name=COUNT,2410,17
2411,DX,7998,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,2411,17
2412,DX,7485,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2412,17
2413,DX,656.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,9,name=COUNT,2413,17
2414,DX,45189,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2414,17
2415,DX,783,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,786,name=COUNT,2415,17
2416,DX,1573,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2416,17
2417,DX,389.02,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,30,name=COUNT,2417,17
2418,DX,72885,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,65,name=COUNT,2418,17
2419,DX,42731,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,319,name=COUNT,2419,17
2420,DX,66612,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2420,17
2421,DX,V5866,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,2421,17
2422,DX,368.47,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2422,17
2423,DX,695.51,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2423,17
2424,DX,112.82,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2424,17
2425,DX,56481,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2425,17
2426,DX,376.46,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2426,17
2427,DX,V45.51,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,38,name=COUNT,2427,17
2428,DX,880.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,10,name=COUNT,2428,17
2429,DX,820.22,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,20,name=COUNT,2429,17
2430,DX,281.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2430,17
2431,DX,642.43,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,399,name=COUNT,2431,17
2432,DX,173.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,20,name=COUNT,2432,17
2433,DX,531.7,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,21,name=COUNT,2433,17
2434,DX,V55.6,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,44,name=COUNT,2434,17
2435,DX,262,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,15,name=COUNT,2435,17
2436,DX,31201,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2436,17
2437,DX,620,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,118,name=COUNT,2437,17
2438,DX,75450,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2438,17
2439,DX,E8849,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2439,17
2440,DX,188.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,9,name=COUNT,2440,17
2441,DX,E939.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2441,17
2442,DX,V64.41,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,27,name=COUNT,2442,17
2443,DX,138,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,19,name=COUNT,2443,17
2444,DX,2930,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,2444,17
2445,DX,81240,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2445,17
2446,DX,E96.00,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,35,name=COUNT,2446,17
2447,DX,441.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,158,name=COUNT,2447,17
2448,DX,818,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2448,17
2449,DX,730.29,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,16,name=COUNT,2449,17
2450,DX,808.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2450,17
2451,DX,V01.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2451,17
2452,DX,5756,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2452,17
2453,DX,72401,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,2453,17
2454,DX,873.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,72,name=COUNT,2454,17
2455,DX,25022,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2455,17
2456,DX,777.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2456,17
2457,DX,2903,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,2457,17
2458,DX,208.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,2458,17
2459,DX,603,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,12,name=COUNT,2459,17
2460,DX,959.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,466,name=COUNT,2460,17
2461,DX,1749,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,128,name=COUNT,2461,17
2462,DX,2763,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,2462,17
2463,DX,755.59,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,29,name=COUNT,2463,17
2464,DX,288.01,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,2464,17
2465,DX,464.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"1,390.00",name=COUNT,2465,17
